PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,North Philadelphia East,,,,,,,,,
Location:,"Lat, Lon: 40.01, -75.14",,,,,,,,,
Lat (deg N):,40.01,,,,,,,,,
Long (deg W):,75.14,,,,,,,,,
Elev (m):,44.72000122,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (roof mount),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.129,,,,,,,,,
Capacity Factor (%),"15.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
4,24,21,0,0,5,1,0,5,0,0
4,24,22,0,0,4,1,0,4,0,0
4,24,23,0,0,4,1,0,4,0,0
4,25,0,0,0,4,1,0,4,0,0
4,25,1,0,0,4,1,0,4,0,0
4,25,2,0,0,4,1,0,4,0,0
4,25,3,0,0,4,1,0,4,0,0
4,25,4,0,0,4,1,0,4,0,0
4,25,5,0,1,6,1,0.944,2.906,3.583,0
4,25,6,0,10,8,2,9.463,5.761,35.463,14.412
4,25,7,0,67,9,3,63.638,8.679,235.49,210.589
4,25,8,0,85,10,4,80.844,10.365,296.954,270.796
4,25,9,0,94,10,4,89.518,10.644,328.415,301.6
4,25,10,0,121,11,4,115.695,12.36,421.245,392.436
4,25,11,0,94,12,3,89.759,12.891,326.041,299.275
4,25,12,0,136,12,3,130.36,13.941,471.309,441.393
4,25,13,0,117,12,2,111.82,13.826,404.484,376.042
4,25,14,6,196,12,3,193.299,15.799,692.976,657.874
4,25,15,181,270,13,4,385.626,21.59,1337.782,1284.997
4,25,16,587,130,13,4,385.496,22.169,1267.556,1216.884
4,25,17,434,82,11,3,163.674,15.012,490.118,459.779
4,25,18,79,19,9,2,16.096,7.869,59.771,38.272
4,25,19,0,0,8,2,0,8,0,0
4,25,20,0,0,7,1,0,7,0,0
4,25,21,0,0,5,1,0,5,0,0
4,25,22,0,0,4,1,0,4,0,0
4,25,23,0,0,3,0,0,3,0,0
4,26,0,0,0,3,0,0,3,0,0
4,26,1,0,0,4,1,0,4,0,0
4,26,2,0,0,4,1,0,4,0,0
4,26,3,0,0,3,1,0,3,0,0
4,26,4,0,0,3,1,0,3,0,0
4,26,5,91,23,4,1,19.325,1.616,73.715,51.956
4,26,6,517,74,7,2,181.85,10.438,548.873,517.194
4,26,7,708,101,9,2,418.759,20.694,1381.97,1327.832
4,26,8,824,112,11,3,656.084,28.618,2180.52,2098.798
4,26,9,878,123,12,3,853.329,35.614,2776.278,2670.116
4,26,10,899,134,13,3,984.305,40.61,3132.868,3010.5
4,26,11,923,131,14,3,1059.222,43.889,3316.996,3185.796
4,26,12,923,129,15,3,1055.351,44.973,3286.373,3156.664
4,26,13,418,348,15,3,761.933,37.452,2464.401,2371.445
4,26,14,803,153,16,3,815.841,38.838,2611.543,2512.469
4,26,15,740,138,16,3,620.261,33.911,2008.702,1933.416
4,26,16,691,99,15,2,399.569,28.064,1267.896,1217.214
4,26,17,491,73,13,0,167.982,22.972,475.096,445.095
4,26,18,94,20,10,0,15.397,10.382,56.55,35.111
4,26,19,0,0,8,0,0,8,0,0
4,26,20,0,0,7,0,0,7,0,0
4,26,21,0,0,7,0,0,7,0,0
4,26,22,0,0,6,0,0,6,0,0
4,26,23,0,0,5,0,0,5,0,0
4,27,0,0,0,4,1,0,4,0,0
4,27,1,0,0,3,1,0,3,0,0
4,27,2,0,0,2,1,0,2,0,0
4,27,3,0,0,2,1,0,2,0,0
4,27,4,0,0,2,1,0,2,0,0
4,27,5,97,24,3,1,20.129,0.635,77.103,55.281
4,27,6,460,82,6,1,177.158,9.856,546.358,514.737
4,27,7,694,103,9,1,415.817,22.808,1360.597,1307.116
4,27,8,797,120,11,1,647.925,34.227,2096.673,2018.126
4,27,9,850,134,14,0,842.908,50.89,2535.44,2439.556
4,27,10,861,153,15,0,975.7,57.407,2840.991,2731.976
4,27,11,860,166,16,0,1041.251,61.167,2970.153,2855.327
4,27,12,850,171,17,1,1034.678,55.272,3049.893,2931.401
4,27,13,831,166,18,2,955.901,48.609,2918.91,2806.407
4,27,14,558,242,17,2,709.323,40.469,2253.708,2169.162
4,27,15,410,228,16,1,498.435,35.797,1607.643,1546.31
4,27,16,246,173,15,1,277.337,25.982,918.075,877.239
4,27,17,89,92,13,1,104.627,16.171,354.369,327.005
4,27,18,0,15,11,1,14.209,9.311,52.436,31.072
4,27,19,0,0,10,1,0,10,0,0
4,27,20,0,0,9,1,0,9,0,0
4,27,21,0,0,9,1,0,9,0,0
4,27,22,0,0,8,1,0,8,0,0
4,27,23,0,0,8,1,0,8,0,0
4,28,0,0,0,8,1,0,8,0,0
4,28,1,0,0,9,2,0,9,0,0
4,28,2,0,0,9,1,0,9,0,0
4,28,3,0,0,9,1,0,9,0,0
4,28,4,0,0,10,2,0,10,0,0
4,28,5,0,3,11,2,2.835,8.691,10.489,0
4,28,6,0,40,12,2,37.935,10.791,139.081,116.082
4,28,7,0,61,13,3,57.926,12.7,210.59,186.189
4,28,8,0,101,15,3,96.157,15.9,344.609,317.452
4,28,9,11,232,17,3,232.703,21.89,811.312,773.254
4,28,10,30,337,18,4,365.378,26.206,1248.55,1198.442
4,28,11,44,392,19,4,439.266,29.432,1478.214,1421.065
4,28,12,38,378,20,4,418.548,30.133,1403.754,1348.942
4,28,13,18,291,20,4,299.105,27.11,1017.726,974.201
4,28,14,63,332,21,3,381.27,30.704,1274.412,1223.536
4,28,15,120,274,21,3,350.442,30.161,1169.654,1121.852
4,28,16,428,145,20,3,330.911,28.522,1065.87,1021.013
4,28,17,229,89,19,3,130.039,21.943,402.914,374.506
4,28,18,3,19,18,3,18.015,17.041,64.228,42.647
4,28,19,0,0,18,3,0,18,0,0
4,28,20,0,0,17,3,0,17,0,0
4,28,21,0,0,16,3,0,16,0,0
4,28,22,0,0,14,2,0,14,0,0
4,28,23,0,0,12,1,0,12,0,0
4,29,0,0,0,11,1,0,11,0,0
4,29,1,0,0,11,1,0,11,0,0
4,29,2,0,0,10,1,0,10,0,0
4,29,3,0,0,9,1,0,9,0,0
4,29,4,0,0,9,1,0,9,0,0
4,29,5,103,28,10,2,23.298,8.357,86.332,64.337
4,29,6,385,97,11,3,176.887,13.985,552.789,521.02
4,29,7,125,190,12,4,241.985,16.887,848.181,809.175
4,29,8,82,273,13,4,321.897,20.129,1127.998,1081.39
4,29,9,18,266,13,4,271.935,19.112,960.231,918.268
4,29,10,24,322,13,4,335.725,20.57,1177.794,1129.757
4,29,11,37,380,13,4,419.594,22.874,1456.464,1400.003
4,29,12,17,302,13,4,310.451,20.382,1090.113,1044.577
4,29,13,12,249,12,4,251.85,17.554,895.819,855.57
4,29,14,130,356,12,4,466.615,22.807,1618.472,1556.782
4,29,15,3,176,11,4,170.496,14.95,613.491,580.301
4,29,16,2,143,10,3,137.106,12.424,498.794,468.26
4,29,17,0,37,9,2,35.083,8.343,130.012,107.188
4,29,18,0,5,8,2,4.726,5.793,17.71,0
4,29,19,0,0,7,2,0,7,0,0
4,29,20,0,0,6,1,0,6,0,0
4,29,21,0,0,5,1,0,5,0,0
4,29,22,0,0,5,1,0,5,0,0
4,29,23,0,0,4,1,0,4,0,0
4,30,0,0,0,3,1,0,3,0,0
4,30,1,0,0,3,1,0,3,0,0
4,30,2,0,0,2,1,0,2,0,0
4,30,3,0,0,2,1,0,2,0,0
4,30,4,0,0,2,1,0,2,0,0
4,30,5,100,30,3,1,24.863,0.715,95.201,73.04
4,30,6,439,92,6,2,184.761,9.553,580.59,548.174
4,30,7,653,119,9,2,416.781,20.647,1384.244,1330.035
4,30,8,754,140,11,2,644.166,30.523,2124.922,2045.312
4,30,9,811,154,13,2,833.859,38.918,2669.554,2568.014
4,30,10,814,179,14,2,960.026,44.19,3000.359,2884.151
4,30,11,450,370,15,2,848.108,42.507,2674.88,2573.111
4,30,12,817,187,16,3,1018.875,44.325,3183.489,3058.725
4,30,13,780,193,17,4,940.826,41.445,2981.813,2866.455
4,30,14,262,355,16,4,578.752,31.548,1924.518,1852.285
4,30,15,0,20,16,4,18.984,16.484,67.856,46.207
4,30,16,18,159,15,4,159.292,17.322,564.895,532.845
4,30,17,0,46,14,3,43.645,13.788,157.903,134.539
4,30,18,0,5,12,2,4.726,9.934,17.393,0
4,30,19,0,0,13,0,0,13,0,0
4,30,20,0,0,12,0,0,12,0,0
4,30,21,0,0,11,0,0,11,0,0
4,30,22,0,0,10,0,0,10,0,0
4,30,23,0,0,9,0,0,9,0,0
5,1,0,0,0,8,0,0,8,0,0
5,1,1,0,0,8,0,0,8,0,0
5,1,2,0,0,7,0,0,7,0,0
5,1,3,0,0,7,0,0,7,0,0
5,1,4,0,0,7,0,0,7,0,0
5,1,5,34,27,8,0,23.825,4.357,89.824,67.764
5,1,6,239,96,11,0,144.397,14.513,467.319,437.492
5,1,7,422,154,13,1,346.143,24.047,1146.003,1098.881
5,1,8,597,173,15,1,575.625,35.227,1859.059,1789.154
5,1,9,492,273,16,1,694.135,41.404,2196.462,2114.129
5,1,10,501,324,17,1,818.26,46.923,2521.548,2426.24
5,1,11,436,373,18,1,837.121,49.089,2551.237,2454.695
5,1,12,574,327,18,1,925.644,51.896,2779.015,2672.733
5,1,13,244,411,17,1,657.127,43.11,2065.663,1988.273
5,1,14,116,354,17,1,452.802,34.932,1482.106,1424.834
5,1,15,152,277,16,0,373.413,34.611,1218.587,1169.362
5,1,16,48,175,15,0,189.298,25.567,642.917,609.026
5,1,17,40,94,14,0,96.455,18.13,333.255,306.338
5,1,18,0,12,12,0,11.359,9.633,41.859,20.69
5,1,19,0,0,10,0,0,10,0,0
5,1,20,0,0,10,0,0,10,0,0
5,1,21,0,0,9,0,0,9,0,0
5,1,22,0,0,9,0,0,9,0,0
5,1,23,0,0,10,1,0,10,0,0
5,2,0,0,0,10,1,0,10,0,0
5,2,1,0,0,10,1,0,10,0,0
5,2,2,0,0,10,1,0,10,0,0
5,2,3,0,0,10,1,0,10,0,0
5,2,4,0,0,11,1,0,11,0,0
5,2,5,41,26,11,1,23.07,8.897,85.288,63.312
5,2,6,0,33,12,1,31.281,10.335,114.915,92.38
5,2,7,0,69,14,2,65.548,13.874,237.054,212.122
5,2,8,15,218,16,2,219.242,20.948,767.196,730.255
5,2,9,41,318,17,3,349.214,25.543,1196.654,1148.07
5,2,10,9,224,18,3,224.446,23.602,776.427,739.254
5,2,11,144,454,19,2,612.799,36.551,1991.709,1917.044
5,2,12,278,438,20,2,738.148,42.755,2325.121,2237.771
5,2,13,545,309,21,2,839.292,47.059,2584.291,2486.365
5,2,14,519,260,21,2,696.015,43.442,2178.589,2096.941
5,2,15,510,199,21,2,533.479,38.204,1697.376,1633.051
5,2,16,397,154,20,1,326.988,32.833,1035.22,991.213
5,2,17,0,80,18,1,75.436,20.508,264.734,239.239
5,2,18,0,10,16,1,9.462,14.057,34.191,13.164
5,2,19,0,0,15,1,0,15,0,0
5,2,20,0,0,14,1,0,14,0,0
5,2,21,0,0,14,1,0,14,0,0
5,2,22,0,0,13,1,0,13,0,0
5,2,23,0,0,13,0,0,13,0,0
5,3,0,0,0,12,0,0,12,0,0
5,3,1,0,0,12,0,0,12,0,0
5,3,2,0,0,12,0,0,12,0,0
5,3,3,0,0,12,0,0,12,0,0
5,3,4,0,0,12,0,0,12,0,0
5,3,5,91,30,13,0,24.889,9.727,91.68,69.584
5,3,6,388,94,15,1,177.541,19.031,542.716,511.179
5,3,7,300,180,17,1,314.382,27.117,1035.835,991.811
5,3,8,346,258,20,1,489.385,36.997,1573.411,1513.2
5,3,9,615,232,22,2,756.358,44.703,2352.454,2264.017
5,3,10,518,324,23,2,834.274,48.899,2544.3,2448.047
5,3,11,488,365,24,3,880.538,48.433,2692.888,2590.346
5,3,12,429,369,24,3,824.345,47.155,2538.041,2442.048
5,3,13,339,390,25,3,723.153,45.372,2246.655,2162.383
5,3,14,184,361,24,3,514.51,38.668,1652.456,1589.638
5,3,15,457,221,23,3,521.574,37.169,1670.003,1606.598
5,3,16,190,196,22,3,273.207,29.574,895.893,855.643
5,3,17,329,100,21,3,162.004,24.645,486.414,456.159
5,3,18,55,26,19,3,22.983,18.327,81.464,59.561
5,3,19,0,0,17,3,0,17,0,0
5,3,20,0,0,16,3,0,16,0,0
5,3,21,0,0,16,3,0,16,0,0
5,3,22,0,0,16,2,0,16,0,0
5,3,23,0,0,16,1,0,16,0,0
5,4,0,0,0,16,1,0,16,0,0
5,4,1,0,0,15,1,0,15,0,0
5,4,2,0,0,14,0,0,14,0,0
5,4,3,0,0,13,0,0,13,0,0
5,4,4,0,0,12,1,0,12,0,0
5,4,5,0,1,11,2,0.945,8.683,3.495,0
5,4,6,0,85,10,3,80.254,10.138,295.083,268.964
5,4,7,0,69,9,3,65.549,9.018,242.201,217.165
5,4,8,0,118,9,3,112.477,10.3,413.267,384.633
5,4,9,12,239,10,2,240.183,15.789,861.056,821.717
5,4,10,3,157,10,2,153.367,13.689,555.108,523.284
5,4,11,15,289,11,3,295.327,17.805,1049.302,1004.906
5,4,12,5,174,12,3,172.238,15.911,617.234,583.955
5,4,13,51,378,12,2,425.795,23.831,1471.3,1414.37
5,4,14,94,353,12,2,426.735,25.045,1465.088,1408.355
5,4,15,22,228,11,3,233.061,17.108,829.639,791.111
5,4,16,181,188,11,2,261.608,18.062,905.484,864.981
5,4,17,0,70,10,2,66.203,11.017,242.479,217.438
5,4,18,0,13,8,1,12.307,5.844,46.106,24.86
5,4,19,0,0,7,1,0,7,0,0
5,4,20,0,0,7,1,0,7,0,0
5,4,21,0,0,6,1,0,6,0,0
5,4,22,0,0,6,1,0,6,0,0
5,4,23,0,0,6,1,0,6,0,0
5,5,0,0,0,5,1,0,5,0,0
5,5,1,0,0,5,1,0,5,0,0
5,5,2,0,0,5,1,0,5,0,0
5,5,3,0,0,4,1,0,4,0,0
5,5,4,0,0,4,1,0,4,0,0
5,5,5,262,31,6,1,24.53,3.715,92.738,70.623
5,5,6,599,67,8,2,202.562,12.137,604.16,571.191
5,5,7,783,81,11,3,442.911,22.065,1453.665,1397.292
5,5,8,864,94,13,3,670.671,31.041,2204.846,2122.191
5,5,9,905,106,14,3,860.504,37.77,2770.464,2664.557
5,5,10,443,348,15,4,788.174,35.427,2575.267,2477.72
5,5,11,941,115,15,4,1063.437,41.804,3366.063,3232.458
5,5,12,232,452,15,4,696.836,33.791,2295.903,2209.705
5,5,13,907,123,16,4,976.828,40.462,3111.281,2989.927
5,5,14,166,365,16,3,503.628,31.381,1676.898,1613.263
5,5,15,819,108,16,3,641.904,33.417,2082.525,2004.507
5,5,16,743,88,15,2,415.494,28.637,1314.241,1262.169
5,5,17,574,67,13,1,183.21,20.072,517.406,486.449
5,5,18,225,27,11,1,21.142,10.215,77.711,55.878
5,5,19,0,0,9,1,0,9,0,0
5,5,20,0,0,8,1,0,8,0,0
5,5,21,0,0,7,0,0,7,0,0
5,5,22,0,0,7,0,0,7,0,0
5,5,23,0,0,6,0,0,6,0,0
5,6,0,0,0,5,0,0,5,0,0
5,6,1,0,0,5,0,0,5,0,0
5,6,2,0,0,5,0,0,5,0,0
5,6,3,0,0,5,0,0,5,0,0
5,6,4,0,0,5,0,0,5,0,0
5,6,5,185,36,7,0,28.021,3.339,106.106,83.738
5,6,6,503,86,10,0,199.746,16.39,604.026,571.06
5,6,7,696,107,13,0,429.725,31.429,1356.526,1303.169
5,6,8,763,136,16,1,650.346,39.154,2057.184,1980.109
5,6,9,812,152,17,2,835.839,42.802,2624.082,2524.478
5,6,10,878,140,18,2,975.359,48.373,2982.44,2867.053
5,6,11,907,133,19,2,1048.234,51.836,3148.103,3025.017
5,6,12,910,129,19,3,1044.289,48.44,3193.498,3068.256
5,6,13,482,334,19,3,805.551,42.378,2541.392,2445.26
5,6,14,374,324,19,3,636.689,37.229,2057.91,1980.809
5,6,15,755,133,18,3,627.212,35.437,2016.839,1941.254
5,6,16,375,174,17,3,334.865,26.617,1096.742,1051.019
5,6,17,0,3,15,2,2.838,14.441,10.237,0
5,6,18,0,0,14,2,0,14,0,0
5,6,19,0,0,12,2,0,12,0,0
5,6,20,0,0,12,1,0,12,0,0
5,6,21,0,0,12,1,0,12,0,0
5,6,22,0,0,11,1,0,11,0,0
5,6,23,0,0,11,0,0,11,0,0
5,7,0,0,0,10,0,0,10,0,0
5,7,1,0,0,10,0,0,10,0,0
5,7,2,0,0,9,0,0,9,0,0
5,7,3,0,0,9,0,0,9,0,0
5,7,4,0,0,9,1,0,9,0,0
5,7,5,175,37,10,1,28.752,7.998,106.711,84.331
5,7,6,258,103,12,2,157.597,14.767,510.842,480.034
5,7,7,716,99,14,2,431.669,25.921,1397.568,1342.948
5,7,8,810,112,16,2,656.872,35.799,2111.582,2032.475
5,7,9,859,124,17,2,842.029,43.002,2640.455,2540.156
5,7,10,899,125,18,2,980.06,48.527,2994.375,2878.442
5,7,11,906,131,19,2,1045.307,51.774,3140.358,3017.636
5,7,12,892,138,20,2,1035.639,52.689,3095.971,2975.334
5,7,13,853,149,20,2,959.593,50.584,2899.676,2788.04
5,7,14,4,177,19,2,172.883,26.744,589.242,556.623
5,7,15,3,176,19,2,170.267,22.988,590.569,557.919
5,7,16,695,100,18,1,406.967,31.324,1275.135,1224.238
5,7,17,0,7,16,0,6.624,19.167,23.388,2.557
5,7,18,0,1,13,0,0.945,8.566,3.497,0
5,7,19,0,0,11,0,0,11,0,0
5,7,20,0,0,10,0,0,10,0,0
5,7,21,0,0,10,0,0,10,0,0
5,7,22,0,0,9,0,0,9,0,0
5,7,23,0,0,8,0,0,8,0,0
5,8,0,0,0,8,0,0,8,0,0
5,8,1,0,0,7,0,0,7,0,0
5,8,2,0,0,7,0,0,7,0,0
5,8,3,0,0,6,1,0,6,0,0
5,8,4,0,0,6,1,0,6,0,0
5,8,5,256,36,8,1,27.895,5.902,104.475,82.138
5,8,6,565,77,11,1,207.006,16.1,617.727,584.436
5,8,7,720,102,15,1,437.285,29.643,1391.833,1337.391
5,8,8,810,117,17,1,662.596,40.547,2080.346,2002.409
5,8,9,859,128,18,1,850.691,48.697,2589.764,2491.608
5,8,10,898,128,19,1,982.421,54.594,2905.364,2793.472
5,8,11,911,130,20,2,1049.368,52.826,3134.723,3012.268
5,8,12,911,129,21,2,1045.396,53.899,3104.7,2983.655
5,8,13,874,138,21,1,961.699,56.748,2810.325,2702.667
5,8,14,846,128,21,1,826.919,52.287,2468.135,2375.026
5,8,15,94,280,21,1,334.114,35.848,1085.66,1040.249
5,8,16,9,156,20,1,152.317,25.398,521.416,490.367
5,8,17,4,94,18,0,89.154,21.234,310.951,284.502
5,8,18,0,20,16,0,18.958,14.09,68.494,46.833
5,8,19,0,0,14,0,0,14,0,0
5,8,20,0,0,13,0,0,13,0,0
5,8,21,0,0,12,0,0,12,0,0
5,8,22,0,0,11,0,0,11,0,0
5,8,23,0,0,11,0,0,11,0,0
5,9,0,0,0,10,0,0,10,0,0
5,9,1,0,0,9,0,0,9,0,0
5,9,2,0,0,8,0,0,8,0,0
5,9,3,0,0,8,0,0,8,0,0
5,9,4,0,0,8,0,0,8,0,0
5,9,5,230,36,10,1,28.074,7.968,104.207,81.875
5,9,6,553,76,12,2,203.992,16.236,609.429,576.335
5,9,7,760,85,15,2,439.954,27.376,1412.056,1356.985
5,9,8,853,94,16,2,666.256,36.108,2137.615,2057.525
5,9,9,905,101,17,2,857.262,43.469,2681.591,2579.534
5,9,10,910,118,18,2,983.654,48.684,3002.865,2886.543
5,9,11,924,120,19,2,1052.153,51.974,3157.541,3034.008
5,9,12,923,120,20,2,1048.131,53.053,3127.16,3005.061
5,9,13,892,127,20,2,967.35,50.844,2919.022,2806.515
5,9,14,869,116,20,2,829.591,46.74,2549.979,2453.49
5,9,15,821,104,20,2,640.485,40.865,2002.507,1927.448
5,9,16,733,90,19,1,414.56,35.478,1270.436,1219.679
5,9,17,582,66,16,1,186.257,23.167,519.352,488.35
5,9,18,252,29,14,1,22.79,13.372,82.605,60.68
5,9,19,0,0,12,1,0,12,0,0
5,9,20,0,0,12,1,0,12,0,0
5,9,21,0,0,11,1,0,11,0,0
5,9,22,0,0,10,1,0,10,0,0
5,9,23,0,0,10,1,0,10,0,0
5,10,0,0,0,9,1,0,9,0,0
5,10,1,0,0,8,1,0,8,0,0
5,10,2,0,0,8,1,0,8,0,0
5,10,3,0,0,7,1,0,7,0,0
5,10,4,0,0,7,1,0,7,0,0
5,10,5,302,35,9,1,28.45,6.953,106.071,83.704
5,10,6,615,70,11,2,213.592,15.532,632.542,598.899
5,10,7,787,84,14,2,452.172,26.8,1454.978,1398.564
5,10,8,502,215,17,2,555.947,33.909,1811.354,1743.12
5,10,9,642,227,18,2,775.138,41.652,2449.159,2356.825
5,10,10,936,111,19,2,1001.083,49.786,3038.272,2920.319
5,10,11,690,271,20,2,986.536,51.188,2973.157,2858.194
5,10,12,686,273,21,2,982.075,51.948,2947.622,2833.82
5,10,13,917,117,22,1,980.471,57.914,2846.69,2737.422
5,10,14,882,113,22,1,837.292,53.621,2480.925,2387.292
5,10,15,825,104,21,1,643.426,45.952,1959.833,1886.327
5,10,16,328,181,20,1,321.751,33.343,1024.498,980.787
5,10,17,529,66,18,0,175.625,27.333,484.526,454.313
5,10,18,209,30,15,0,23.236,15.52,83.415,61.475
5,10,19,0,0,12,1,0,12,0,0
5,10,20,0,0,11,1,0,11,0,0
5,10,21,0,0,10,1,0,10,0,0
5,10,22,0,0,9,0,0,9,0,0
5,10,23,0,0,8,0,0,8,0,0
5,11,0,0,0,8,0,0,8,0,0
5,11,1,0,0,8,0,0,8,0,0
5,11,2,0,0,8,0,0,8,0,0
5,11,3,0,0,7,0,0,7,0,0
5,11,4,0,0,7,0,0,7,0,0
5,11,5,226,40,9,0,32.254,5.656,120.929,98.279
5,11,6,530,84,12,1,207.623,17.163,625.26,591.79
5,11,7,702,106,14,1,434.993,28.589,1394.107,1339.594
5,11,8,791,123,16,2,657.633,35.837,2115.029,2035.792
5,11,9,844,133,17,2,844.4,43.072,2647.312,2546.721
5,11,10,885,130,18,2,972.703,48.333,2974.997,2859.95
5,11,11,448,363,19,2,837.188,46.025,2592.887,2494.6
5,11,12,442,364,20,2,830.469,46.252,2569.021,2471.736
5,11,13,864,136,21,2,950.541,50.493,2873.716,2763.243
5,11,14,822,133,21,2,813.115,47.164,2494.188,2400.01
5,11,15,758,125,20,1,621.99,44.192,1913.664,1841.819
5,11,16,652,110,19,1,399.897,34.88,1235.956,1186.22
5,11,17,469,85,17,1,180.316,23.847,521.836,490.778
5,11,18,167,34,15,1,26.446,14.492,95.38,73.215
5,11,19,0,0,13,1,0,13,0,0
5,11,20,0,0,12,0,0,12,0,0
5,11,21,0,0,11,0,0,11,0,0
5,11,22,0,0,10,0,0,10,0,0
5,11,23,0,0,10,0,0,10,0,0
5,12,0,0,0,9,0,0,9,0,0
5,12,1,0,0,9,0,0,9,0,0
5,12,2,0,0,9,0,0,9,0,0
5,12,3,0,0,10,0,0,10,0,0
5,12,4,0,0,10,0,0,10,0,0
5,12,5,54,38,11,0,33.456,7.849,124.249,101.535
5,12,6,551,77,14,0,206.523,20.88,606.628,573.6
5,12,7,707,100,17,0,431.897,35.474,1337.872,1285.084
5,12,8,783,121,18,0,650.707,46.468,1982.685,1908.349
5,12,9,821,141,20,0,833.824,56.102,2439.353,2347.418
5,12,10,814,171,21,0,954.247,62.046,2707.364,2604.198
5,12,11,818,181,22,0,1016.544,65.597,2826.997,2718.602
5,12,12,821,176,23,0,1011.585,66.696,2795.213,2688.221
5,12,13,805,169,23,0,935.575,64.33,2619.582,2520.168
5,12,14,38,317,23,0,343.598,44.33,1073.167,1028.106
5,12,15,399,247,23,0,505.993,45.365,1556.298,1496.644
5,12,16,411,161,22,0,341.828,39.688,1047.942,1003.583
5,12,17,260,101,19,1,150.539,24.388,462.947,433.217
5,12,18,50,34,17,1,29.442,16.433,105.259,82.907
5,12,19,0,0,15,2,0,15,0,0
5,12,20,0,0,13,1,0,13,0,0
5,12,21,0,0,11,1,0,11,0,0
5,12,22,0,0,10,1,0,10,0,0
5,12,23,0,0,10,1,0,10,0,0
5,13,0,0,0,9,0,0,9,0,0
5,13,1,0,0,9,0,0,9,0,0
5,13,2,0,0,9,0,0,9,0,0
5,13,3,0,0,9,0,0,9,0,0
5,13,4,0,0,9,0,0,9,0,0
5,13,5,0,2,11,0,1.89,6.205,7.068,0
5,13,6,8,105,13,1,100.673,13.882,362.322,334.789
5,13,7,0,128,15,1,121.729,17.498,433.109,404.04
5,13,8,11,212,17,1,210.402,22.984,729.519,693.517
5,13,9,66,353,18,1,403.935,31.472,1345.341,1292.326
5,13,10,124,433,19,1,558.494,38.862,1794.175,1726.539
5,13,11,89,450,20,1,541.58,40.168,1728.608,1663.224
5,13,12,147,465,21,2,623.699,40.162,1990.756,1916.126
5,13,13,683,239,21,2,897.385,48.228,2746.11,2641.266
5,13,14,636,228,20,2,760.7,44.539,2367.107,2278.085
5,13,15,572,203,19,2,578.7,37.84,1844.732,1775.331
5,13,16,5,156,18,2,150.463,23.294,520.657,489.626
5,13,17,0,51,17,1,48.4,17.156,172.472,148.825
5,13,18,105,37,15,1,30.35,13.612,109.891,87.451
5,13,19,0,0,13,1,0,13,0,0
5,13,20,0,0,13,1,0,13,0,0
5,13,21,0,0,12,1,0,12,0,0
5,13,22,0,0,12,1,0,12,0,0
5,13,23,0,0,12,0,0,12,0,0
5,14,0,0,0,12,0,0,12,0,0
5,14,1,0,0,11,0,0,11,0,0
5,14,2,0,0,11,0,0,11,0,0
5,14,3,0,0,11,0,0,11,0,0
5,14,4,0,0,11,0,0,11,0,0
5,14,5,0,26,13,1,24.652,10.935,90.324,68.254
5,14,6,0,26,15,2,24.636,13.554,89.224,67.175
5,14,7,0,92,16,2,87.464,16.591,312.477,285.996
5,14,8,0,147,17,2,140.295,19.598,494.409,463.973
5,14,9,12,241,18,2,241.803,24.031,834.684,796.027
5,14,10,12,252,19,2,254.427,25.906,870.672,831.082
5,14,11,9,210,19,2,211.286,24.641,727.372,691.424
5,14,12,11,238,18,2,240.64,24.333,829.624,791.097
5,14,13,2,151,17,2,146.512,20.543,514.076,483.195
5,14,14,13,250,17,2,251.159,23.341,869.75,830.185
5,14,15,0,143,17,2,136.415,20.277,479.238,449.145
5,14,16,64,193,16,2,213.124,21.103,738.138,701.923
5,14,17,0,8,15,1,7.571,14.008,27.365,6.462
5,14,18,0,1,14,1,0.945,11.121,3.458,0
5,14,19,0,0,14,1,0,14,0,0
5,14,20,0,0,14,1,0,14,0,0
5,14,21,0,0,13,1,0,13,0,0
5,14,22,0,0,13,1,0,13,0,0
5,14,23,0,0,14,1,0,14,0,0
5,15,0,0,0,14,1,0,14,0,0
5,15,1,0,0,14,1,0,14,0,0
5,15,2,0,0,14,1,0,14,0,0
5,15,3,0,0,14,1,0,14,0,0
5,15,4,0,0,14,1,0,14,0,0
5,15,5,0,4,15,1,3.781,12.209,13.774,0
5,15,6,0,27,16,1,25.585,14.108,92.433,70.324
5,15,7,0,41,17,2,38.912,16.074,139.341,116.338
5,15,8,5,188,18,2,183.135,21.724,638.888,605.093
5,15,9,35,320,20,2,344.639,29.386,1159.678,1112.164
5,15,10,27,333,21,2,356.154,31.462,1186.81,1138.512
5,15,11,120,465,21,2,596.886,38.61,1920.144,1848.067
